MMSI,arrival,berthed,wait_hours,VesselType
215183000,2021-10-21 02:00:02,2021-10-21 03:16:03,1.2669444444444444,71.0
215183000,2021-10-21 07:57:52,2021-10-21 07:58:01,0.0025,71.0
215183000,2021-10-21 08:03:22,2021-10-21 08:04:02,0.011111111111111112,71.0
215183000,2021-10-21 08:15:21,2021-10-21 08:16:02,0.01138888888888889,71.0
215183000,2021-10-21 08:19:21,2021-10-21 08:22:02,0.04472222222222222,71.0
215183000,2021-10-21 08:43:33,2021-10-21 08:46:02,0.04138888888888889,71.0
215189000,2021-11-05 16:00:07,2021-11-05 16:07:41,0.12611111111111112,71.0
215189000,2021-11-05 19:13:47,2021-11-05 19:15:14,0.024166666666666666,71.0
215189000,2021-11-05 19:19:36,2021-11-05 19:21:14,0.02722222222222222,71.0
215189000,2021-11-05 19:26:16,2021-11-05 19:30:13,0.06583333333333333,71.0
215189000,2021-11-05 19:40:27,2021-11-05 19:42:14,0.029722222222222223,71.0
215189000,2021-11-05 19:47:36,2021-11-05 19:48:13,0.010277777777777778,71.0
215189000,2021-11-05 21:29:00,2021-11-05 21:29:45,0.0125,71.0
215192000,2021-10-02 03:00:02,2021-10-02 08:21:41,5.360833333333333,79.0
215196000,2021-10-24 19:36:41,2021-10-24 22:13:50,2.6191666666666666,71.0
215197000,2021-10-01 00:00:44,2021-10-01 21:33:12,21.54111111111111,71.0
215219000,2021-10-12 15:10:36,2021-10-22 12:52:26,237.69722222222222,71.0
